Paper,Clade.2,Method,Taxon,EBM.ref.sp,BM.g,mature,sex,FC,FL,Living
Fieldetal2013,Passeriformes,Physical,Wilsonia_canadensis,103322,9.8,,F,3.35,13.79,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_canadensis,108883,9.8,,F,2.97,13.87,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_canadensis,108884,9.8,,F,2.97,14.19,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_canadensis,110284,10.3,,M,3.08,14.32,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_canadensis,103362,10.3,,M,3.47,13.76,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_canadensis,108885,10.3,,M,3.11,14.21,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_citrina,108887,10.8,,M,3.17,14.08,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_citrina,108888,10.8,,M,3.39,13.16,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_citrina,108889,10.8,,M,2.97,14.16,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_citrina,110291,10.8,,M,3.19,13.49,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_citrina,110293,10.8,,M,3.08,13.96,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_pusilla,110330,6.7,,F,2.61,12.41,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_pusilla,109433,6.7,,F,2.51,12.32,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_pusilla,103938,6.7,,F,2.56,12.24,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_pusilla,105854,6.7,,F,2.81,13.27,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_pusilla,109432,7,,M,2.64,12.24,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_pusilla,103585,7,,M,2.7,12.24,1
Fieldetal2013,Passeriformes,Physical,Wilsonia_pusilla,104012,7,,M,2.25,12.03,1
Fieldetal2013,Passeriformes,Physical,Xanthocephalus_xanthocephalus,112193,49.3,,F,5.94,23.99,1
Fieldetal2013,Passeriformes,Physical,Xanthocephalus_xanthocephalus,110443,79.7,,M,7.62,29.86,1
Fieldetal2013,Passeriformes,Physical,Xanthocephalus_xanthocephalus,110444,79.7,,M,6.82,29.84,1
Fieldetal2013,Passeriformes,Physical,Xanthocephalus_xanthocephalus,112192,79.7,,M,6.63,27.6,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,108944,24.4,,M,4.41,18.42,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,108946,24.4,,M,4.48,19.13,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,108947,24.4,,M,4.3,19.09,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,112174,24.4,,M,4.35,19.51,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,112175,24.4,,M,4.23,17.98,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,105475,24.4,,F,4.34,18.36,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,108945,24.4,,F,4.04,18.84,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,108949,24.4,,F,4.51,19.74,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,110861,24.4,,F,4.56,17.91,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_albicollis,112173,24.4,,F,4.48,19.27,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_atricapilla,112176,31.7,,M,5.04,21.87,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_atricapilla,103571,32.3,,F,4.37,20.9,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_atricapilla,103579,32.3,,F,4.4,21.38,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_atricapilla,104299,32.3,,F,4.79,20.68,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_capensis,103398,20.3,,F,3.99,18.03,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_capensis,105196,20.3,,F,4.21,18.3,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_capensis,105195,21.9,,M,3.74,18.74,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_querula,110948,37.4,,M,4.73,21.82,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_querula,112181,37.4,,M,5.07,21.57,1
Fieldetal2013,Passeriformes,Physical,Zonotrichia_querula,112182,37.4,,M,4.71,21.57,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104277,1199,,F,18.88,40.89,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104270,1199,,F,20.86,46.44,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104278,1199,,F,15.92,43.29,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104269,1199,,F,17.19,41.82,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104272,1199,,F,19.78,44.87,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104273,1429,,M,21.26,46.18,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104275,1429,,M,18.06,46.74,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104268,1429,,M,19.6,43.08,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104274,1429,,M,21.36,46.69,1
Fieldetal2013,Podicipediformes,Physical,Aechmophorus_occidentalis,104276,1429,,M,21.01,44.6,1
Fieldetal2013,Podicipediformes,Physical,Podiceps_nigricollis,102838,374,,F,11.56,31.28,1
Fieldetal2013,Podicipediformes,Physical,Podiceps_nigricollis,102846,374,,F,14.31,29.63,1
Fieldetal2013,Podicipediformes,Physical,Podiceps_nigricollis,102850,374,,F,12.5,31.44,1
Fieldetal2013,Podicipediformes,Physical,Podiceps_nigricollis,111184,422,,M,13.48,31.23,1
Fieldetal2013,Podicipediformes,Physical,Podilymbus_podiceps,107558,358,,F,12.15,36.05,1
Fieldetal2013,Podicipediformes,Physical,Poliocephalus_rufopectus,110828,249,,M,14.8,32.06,1
Fieldetal2013,Podicipediformes,Physical,Tachybaptus_ruficollis,102303,130,,F,11.67,29.13,1
Fieldetal2013,Podicipediformes,Physical,Tachybaptus_ruficollis,103528,130,,F,11.57,28.27,1
Fieldetal2013,Procellariiformes,Physical,Daption_capense,110730,407,,F,12.43,37.33,1
Fieldetal2013,Procellariiformes,Physical,Daption_capense,110732,407,,F,11.18,38.05,1
Fieldetal2013,Procellariiformes,Physical,Daption_capense,110706,442,,M,10.98,37.9,1
Fieldetal2013,Procellariiformes,Physical,Daption_capense,110719,442,,M,9.92,38.84,1
Fieldetal2013,Procellariiformes,Physical,Fulmarus_glacialis,111185,649,,M,15.45,50.06,1
Fieldetal2013,Procellariiformes,Physical,Oceanites_oceanicus,109795,28.9,,M,4.51,14.93,1
Fieldetal2013,Procellariiformes,Physical,Oceanites_oceanicus,109794,28.9,,F,4.7,15.71,1
Fieldetal2013,Procellariiformes,Physical,Oceanites_oceanicus,109797,28.9,,M,4.12,14.46,1
Fieldetal2013,Procellariiformes,Physical,Oceanites_oceanicus,109796,28.9,,M,4.1,13.94,1
Fieldetal2013,Procellariiformes,Physical,Oceanites_oceanicus,109793,28.9,,M,3.71,13.99,1
Fieldetal2013,Procellariiformes,Physical,Oceanites_oceanicus,109792,28.9,,M,4.79,15.29,1
Fieldetal2013,Procellariiformes,Physical,Oceanites_oceanicus,109784,28.9,,F,4.95,14.49,1
Fieldetal2013,Procellariiformes,Physical,Oceanites_oceanicus,109782,28.9,,F,4.79,14.47,1
Fieldetal2013,Procellariiformes,Physical,Oceanites_oceanicus,111025,28.9,,F,4.67,15.73,1
Fieldetal2013,Procellariiformes,Physical,Oceanodroma_leucorhoa,109798,41.1,,M,4.3,15.96,1
Fieldetal2013,Procellariiformes,Physical,Oceanodroma_leucorhoa,109799,41.4,,F,3.97,15.64,1
Fieldetal2013,Procellariiformes,Physical,Oceanodroma_leucorhoa,109802,41.4,,F,4.01,15.26,1
Fieldetal2013,Procellariiformes,Physical,Oceanodroma_leucorhoa,109805,41.4,,F,3.91,14.7,1
Fieldetal2013,Procellariiformes,Physical,Oceanodroma_leucorhoa,109804,41.4,,F,3.83,15.07,1
Fieldetal2013,Procellariiformes,Physical,Oceanodroma_leucorhoa,109803,41.4,,M,3.75,15.71,1
Fieldetal2013,Procellariiformes,Physical,Oceanodroma_leucorhoa,109109,41.4,,M,3.85,14.89,1
Fieldetal2013,Procellariiformes,Physical,Oceanodroma_leucorhoa,107146,41.4,,M,4.65,16.52,1
Fieldetal2013,Procellariiformes,Physical,Pachyptila_salvini,111189,159,,F,6.96,25.23,1
Fieldetal2013,Procellariiformes,Physical,Pelecanoides_garnotii,105333,239,,F,7.51,27.09,1
Fieldetal2013,Procellariiformes,Physical,Pelecanoides_magellani,104237,134,,M,6.39,24.93,1
Fieldetal2013,Procellariiformes,Physical,Thalassarche_bulleri,110724,2840,,M,24.17,70.97,1
Fieldetal2013,Procellariiformes,Physical,Thalassarche_bulleri,110721,2840,,M,28.22,79.83,1
Fieldetal2013,Procellariiformes,Physical,Thalassarche_cauta,110722,3700,,F,29.47,84.75,1
Fieldetal2013,Procellariiformes,Physical,Thalassarche_melanophrys,104233,3922,,M,26.38,84.21,1
Fieldetal2013,Psittaciformes,Physical,Amazona_albifrons,109594,206,,M,9.35,39.25,1
Fieldetal2013,Psittaciformes,Physical,Amazona_amazonica,104438,370,,F,10.09,45.3,1
Fieldetal2013,Psittaciformes,Physical,Amazona_amazonica,110382,370,,M,12.95,45.18,1
Fieldetal2013,Psittaciformes,Physical,Amazona_farinosa,110676,626,,M,16.12,51.66,1
Fieldetal2013,Psittaciformes,Physical,Amazona_leucocephala,102305,227,,M,8.99,40.03,1
Fieldetal2013,Psittaciformes,Physical,Amazona_ochrocephala,109596,440,,F,13.22,47.48,1
Fieldetal2013,Psittaciformes,Physical,Amazona_ochrocephala,110383,440,,M,12.87,42.6,1
Fieldetal2013,Psittaciformes,Physical,Amazona_ochrocephala,110247,440,,M,15.45,50.5,1
Fieldetal2013,Psittaciformes,Physical,Amazona_ochrocephala,102318,440,,M,13.96,44.32,1
Fieldetal2013,Psittaciformes,Physical,Amazona_ochrocephala,109595,440,,M,14.05,50.21,1
Fieldetal2013,Psittaciformes,Physical,Cacatua_galerita,109636,790,,M,16.36,57.25,1
Fieldetal2013,Psittaciformes,Physical,Cacatua_sanguinea,109641,488,,F,11.78,46.94,1
Fieldetal2013,Psittaciformes,Physical,Cacatua_sanguinea,109928,562,,M,13.14,47.23,1
Fieldetal2013,Psittaciformes,Physical,Eclectus_roratus,110374,561,,F,15.91,49.43,1
Fieldetal2013,Psittaciformes,Physical,Eclectus_roratus,109602,561,,F,11.82,46.91,1
Fieldetal2013,Psittaciformes,Physical,Eclectus_roratus,110373,561,,M,9.38,48.13,1
Fieldetal2013,Psittaciformes,Physical,Eclectus_roratus,109603,561,,M,11.18,45.51,1
Fieldetal2013,Psittaciformes,Physical,Micropsitta_pusio,103970,14,,M,3.69,14.6,1
Fieldetal2013,Psittaciformes,Physical,Nestor_notabilis,110765,779,,F,18.67,62.04,1
Fieldetal2013,Psittaciformes,Physical,Nestor_notabilis,110767,779,,F,19.5,63.77,1
Fieldetal2013,Psittaciformes,Physical,Nestor_notabilis,110764,956,,M,18.12,66.72,1
Fieldetal2013,Strigiformes,Physical,Bubo_scandiacus,107608,1806,,M,26.18,82.71,1
Fieldetal2013,Strigiformes,Physical,Bubo_virginianus,109152,914,,M,22.69,79.57,1
Fieldetal2013,Strigiformes,Physical,Bubo_virginianus,105868,1142,,F,22.56,87.84,1
Fieldetal2013,Strigiformes,Physical,Bubo_virginianus,111083,1142,,F,21.46,84.53,1
Fieldetal2013,Strigiformes,Physical,Bubo_virginianus,112346,1142,,F,24.94,85.3,1
Fieldetal2013,Strigiformes,Physical,Bubo_virginianus,109151,1142,,F,27.13,87.1,1
Fieldetal2013,Strigiformes,Physical,Strix_occidentalis,104255,566,,M,16.33,67.72,1
Fieldetal2013,Strigiformes,Physical,Tyto_alba,111113,330,,M,15.49,59.01,1
Fieldetal2013,Strigiformes,Physical,Tyto_alba,109629,370,,F,14.79,63.07,1
Fieldetal2013,Strigiformes,Physical,Tyto_alba,107159,370,,F,16.86,57.5,1
Fieldetal2013,Strigiformes,Physical,Tyto_alba,107160,370,,F,19.01,59.14,1
Fieldetal2013,Strigiformes,Physical,Tyto_alba,110411,370,,F,16.09,60.51,1
Fieldetal2013,Suliformes,Physical,Pelecanus_erythrorhynchos,110867,4970,,F,39.09,104.53,1
Fieldetal2013,Suliformes,Physical,Pelecanus_onocrotalus,105864,7590,,F,35.6,107.71,1
Fieldetal2013,Suliformes,Physical,Pelecanus_rufescens,105865,4920,,F,40.76,104.62,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_africanus,103559,545,,M,17.25,36.42,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_africanus,105268,545,,M,15.67,38.68,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_africanus,103654,545,,M,14.49,39.89,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_atriceps,111193,2716,,M,30.25,67.67,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_auritus,107560,1540,,F,22.16,56.75,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_auritus,110316,1540,,F,24.17,57,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_auritus,102879,1808,,M,25.43,61.16,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_auritus,109723,1808,,M,19.81,57.96,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_auritus,107561,1808,,M,25.26,60.9,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_auritus,105867,1808,,M,24.96,55.55,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_brasilianus,105904,1070,,F,17.88,48.77,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_carbo,103839,2283,,M,24.55,55.07,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_gaimardi,105992,1379,,M,26.39,49.43,1
Fieldetal2013,Suliformes,Physical,Phalacrocorax_melanoleucos,110792,822,,M,15.39,45.34,1
Fieldetal2013,Trogoniformes,Physical,Trogon_citreolus,105913,79,,M,5.39,21.77,1
Fieldetal2013,Trogoniformes,Physical,Trogon_collaris,107472,64.2,,F,6.41,20.87,1
Fieldetal2013,Apodiformes,Physical,Apus_affinis,103656,36,,M,3.69,14.98,1
Fieldetal2013,Apodiformes,Physical,Anthrocothorax_dominicus,109649,5.1,,F,1.98,9.02,1
Fieldetal2013,Apodiformes,Physical,Hemiprocne_mystacea,104787,70.1,,F,7.09,19.23,1
Fieldetal2013,Apodiformes,Physical,Chaetura_pelagica,102349,23.6,,F,3.44,16.22,1
Fieldetal2013,Apodiformes,Physical,Phaethornis_augusti,137375,6,,M,2.53,8.18,1
Fieldetal2013,Apodiformes,Physical,Phaethornis_bourcieri,101521,4.3,,M,1.57,7.26,1
Fieldetal2013,Caprimulgiformes,Physical,Phalaenoptilus_nuttallii,103637,47.2,,M,4.6,20.94,1
Fieldetal2013,Caprimulgiformes,Physical,Chordeiles_minor,109240,79.3,,M,4.8,22.83,1
Fieldetal2013,Caprimulgiformes,Physical,Podager_nacunda,103235,159,,M,6.85,32.41,1
Fieldetal2013,Caprimulgiformes,Physical,Caprimulgus_macrurus,104721,66.2,,M,6.18,23.65,1
Fieldetal2013,Caprimulgiformes,Physical,Caprimulgus_vociferus,102387,50.3,,F,4.98,20.32,1
Fieldetal2013,Caprimulgiformes,Physical,Nyctidromus_albicollis,107473,53.2,,M,6.72,23.66,1
Fieldetal2013,Caprimulgiformes,Physical,Aegotheles_insignis,104654,78.5,,M,6.81,24.31,1
Fieldetal2013,Caprimulgiformes,Physical,Aegotheles_albertisi,104653,35.2,,F,3.85,19,1
Fieldetal2013,Caprimulgiformes,Physical,Caprimulgus_clarus,103708,42.5,,F,5.04,21.12,1
Fieldetal2013,Falconiformes,Physical,Milvago_chimango,104254,296,,F,14.1,45.04,1
Fieldetal2013,Psittaciformes,Physical,Myiopsitta_monachus,109607,120,,M,7.52,27.32,1
Fieldetal2013,Psittaciformes,Physical,Melopsittacus_undulatus,107527,29.2,,M,4.3,18.37,1
Fieldetal2013,Strigiformes,Physical,Tyto_alba,111168,370,,F,16.27,61.44,1
Fieldetal2013,Strigiformes,Physical,Strix_nebulosa,110957,890,,M,20.93,88.28,1
Fieldetal2013,Strigiformes,Physical,Strix_varia,112045,801,,F,18.45,73.65,1
Fieldetal2013,Strigiformes,Physical,Ninox_novaeseelandiae,110796,213,,F,9.51,38.73,1
Fieldetal2013,Strigiformes,Physical,Strix_leptogrammica,107157,970,,M,16.08,63.25,1
Fieldetal2013,Strigiformes,Physical,Otus_kennicottii,103712,192,,M,10.71,39.68,1
Fieldetal2013,Strigiformes,Physical,Asio_flammeus,107606,315,,M,16.16,56.48,1
Fieldetal2013,Strigiformes,Physical,Asio_capensis,105574,334,,M,12.93,55.25,1
Fieldetal2013,Strigiformes,Physical,Otus_flammeolus,112037,65.6,,F,6.05,27.47,1
Fieldetal2013,Strigiformes,Physical,Athene_cunicularia,102300,156,,F,9.47,38,1
Fieldetal2013,Strigiformes,Physical,Athene_noctua,104108,164,,F,10.48,39.16,1
Fieldetal2013,Strigiformes,Physical,Otus_lempiji,107156,142,,F,8.98,37.21,1
Fieldetal2013,Strigiformes,Physical,Glaucidium_perlatum,103707,91,,F,8.22,31.27,1
Fieldetal2013,Trogoniformes,Physical,Trogon_personatus,105332,63.4,,F,5.59,19.9,1
Fieldetal2013,Trogoniformes,Physical,Pharomacrus_auriceps,142576,180,,F,11.26,30.54,1
Fieldetal2013,Coraciiformes,Physical,Aceros_undulatus,107215,2515,,M,32.63,82.31,1
Fieldetal2013,Coraciiformes,Physical,Megaceryle_torquata,109939,317,,M,13.37,33.25,1
Fieldetal2013,Coraciiformes,Physical,Syma_torotoro,103945,37.7,,M,5.93,17.23,1
Fieldetal2013,Coraciiformes,Physical,Phoeniculus_purpureus,105290,86.6,,M,7.32,26.66,1
Fieldetal2013,Coraciiformes,Physical,Upupa_epops,103352,66,,F,6.35,23.36,1
Fieldetal2013,Coraciiformes,Physical,Todus_angustirostris,103444,7.5,,M,2.28,10.64,1
Fieldetal2013,Coraciiformes,Physical,Merops_albicollis,107069,25.9,,F,3.35,15.11,1
Fieldetal2013,Coraciiformes,Physical,Momotus_momota,103071,112,,M,8.76,28.01,1
Fieldetal2013,Coraciiformes,Physical,Dacelo_novaeguineae,105830,313,,M,11.52,40.01,1
Fieldetal2013,Coraciiformes,Physical,Tockus_nasutus,105930,183,,F,8.27,35.57,1
Fieldetal2013,Coraciiformes,Physical,Coracias_caudata,105293,110,,F,8.08,30.03,1
Canovilleetal2022,Paleognatha,Physical,Casuarius Casuarius ,1923-879 SS-S.B.S2.M1.C1,,,,87,224,1
Canovilleetal2022,Paleognatha,Physical,Dromaius novaehollamdie,1923-897 SS-S.B.S2.M1.C23,,,,99,234,1
Canovilleetal2022,Paleognatha,Physical,Rhea americana,1920-116,,,,60,186,1
Canovilleetal2022,Paleognatha,Physical,Struthio camelus,A4751 SS-S.B.S2.M1.C21,,,,140,327,1
Canovilleetal2022,Paleognatha,Physical,Aepyornis maximus,MAD367 1906-17,,,,244,380,0
Canovilleetal2022,Paleognatha,Physical,Aepyornis maximus,MAD 365,,,,244,350,0
Canovilleetal2022,Paleognatha,Physical,Dinornis sp.,,,,,182,315,0
Crouch&Clarke2019,Paleognatha,Physical,Tinamus tao,,1600,,,43.42,123,1
Crouch&Clarke2019,Paleognatha,Physical,Crypturellus undulatus,,500,,,16.39,55,1
Crouch&Clarke2019,Paleognatha,Physical,Tinamus tao,,2000,,,26.19,81,1
Crouch&Clarke2019,Paleognatha,Physical,Crypturelus soui,,200,,,26.19,81,1
Crouch&Clarke2019,Paleognatha,Physical,Dromaius novaehollamdie,,2720,,,72.10,187,1
Crouch&Clarke2019,Paleognatha,Physical,Struthio camelus,,130000,,,148.68,340,1
Crouch&Clarke2019,Paleognatha,Physical,Apteryx owenii,,1200,,,23.47,74,1
Crouch&Clarke2019,Paleognatha,Physical,Struthio camelus,,6630,,,99.01,243,1
Crouch&Clarke2019,Paleognatha,Physical,Casuarius Casuarius ,,3660,,,80.11,204,1
Crouch&Clarke2019,Paleognatha,Physical,Dromaius novaehollamdie,,4070,,,90.20,225,1
Crouch&Clarke2019,Paleognatha,Physical,Struthio camelus,,8090,,,120.08,285,1
Crouch&Clarke2019,Paleognatha,Physical,Struthio camelus,,8190,,,124.69,294,1
Crouch&Clarke2019,Paleognatha,Physical,Rhea americana,,1890,,,73.50,190,1
